57249|109.68|032.32|0448.2|0449.6|4|1|1|1|1|1|1|0|0|0|0|0|1|0|1|00,00|2|0|0|00,00|1|00,00|2|0|2|1|1|1|1|1|1|1|1|1|1|1|1|1|0|2|1|1|0|0|0|0|0|0|0
57251|0110.4|033.00|0317.3|0318.1|1|1|1|1|1|1|1|2|2|0|0|0|1|0|1|00,00|2|0|0|00,00|1|00,00|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|2|2|1|1|0|0|0|0|0|0|0
57253|110.87|032.83|0244.8|0245.6|4|1|1|1|1|1|1|0|0|0|0|0|1|0|1|00,00|2|0|0|00,00|1|00,00|2|0|2|1|1|1|1|1|1|1|1|1|1|1|1|1|0|2|1|1|0|0|0|0|0|0|0
57256|110.78|032.65|0286.5|0287.3|2|1|1|1|1|1|1|2|2|0|0|0|1|0|1|00,00|2|0|0|00,00|1|00,00|2|0|2|1|1|1|1|1|1|1|1|1|1|1|1|1|0|2|1|1|0|0|0|0|0|0|0
57257|110.23|032.23|0307.0|0308.4|4|1|1|1|1|1|1|0|0|0|0|0|1|0|1|00,00|2|0|0|00,00|1|00,00|2|0|2|1|1|1|1|1|1|1|1|1|1|1|1|1|0|2|1|1|0|0|0|0|0|0|0
57259|110.77|032.03|0426.9|0427.9|2|1|1|1|1|1|1|2|2|0|0|0|1|0|1|00,00|2|0|0|00,00|1|00,00|2|0|2|1|1|1|1|1|1|1|1|1|1|1|1|1|0|2|1|1|0|1|0|0|0|0|0
57260|111.51|032.55|0133.4|0134.8|4|1|1|1|1|1|1|0|0|0|0|0|1|0|1|00,00|2|0|0|00,00|1|00,00|2|0|2|1|1|1|1|1|1|1|1|1|1|1|1|1|0|2|1|1|0|0|0|0|0|0|0
57264|111.00|0032.4|1020.0|1021.5|5|1|1|1|1|1|1|0|0|0|0|0|0|0|1|00,00|0|0|0|00,00|0|00,00|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
57265|111.73|032.43|0132.1|0133.1|2|1|1|1|1|1|1|2|2|0|0|0|1|0|1|00,00|2|0|0|00,00|1|00,00|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|2|2|1|1|0|0|0|0|0|0|0
57268|111.62|032.27|0120.0|0121.0|4|1|1|1|1|1|1|0|0|0|0|0|1|0|1|00,00|2|0|0|00,00|1|00,00|2|0|2|1|1|1|1|1|1|1|1|1|1|1|1|1|0|2|1|1|0|0|0|0|0|0|0
57278|112.08|032.00|0163.4|0164.4|2|1|1|1|1|1|1|2|2|0|0|0|1|0|1|00,00|2|0|0|00,00|1|00,00|2|0|2|1|1|1|1|1|1|1|1|1|1|1|1|1|0|2|1|1|0|0|0|0|0|0|0
57279|112.75|032.15|0125.5|0127.0|2|1|1|1|1|1|1|2|2|0|0|0|1|0|1|00,00|2|0|0|00,00|1|00,00|2|0|2|1|1|1|1|1|1|1|1|1|1|1|1|1|0|2|1|1|0|0|0|0|0|0|0
57351|111.00|030.83|0231.0|0231.8|5|1|1|1|1|1|1|0|0|0|0|0|0|0|1|00,00|0|0|0|00,00|0|00,00|0|0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
57352|111.00|0030.8|0185.3|0186.4|5|1|1|1|1|1|1|0|0|0|0|0|0|0|1|00,00|0|0|0|00,00|0|00,00|0|0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
57353|111.00|030.83|0191.8|0192.9|5|1|1|1|1|1|1|0|0|0|0|0|0|0|1|00,00|0|0|0|00,00|0|00,00|0|0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
57354|110.27|031.45|2957.0|2958.5|5|1|1|1|1|1|1|0|0|0|0|0|0|0|1|00,00|0|0|0|00,00|0|00,00|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
57355|110.35|031.05|0337.5|0338.5|2|1|1|1|1|1|1|2|2|0|0|0|1|0|1|00,00|2|0|0|00,00|1|00,00|2|0|2|1|1|1|1|1|1|1|1|1|1|1|1|1|0|2|1|1|0|0|0|0|0|0|0
57358|110.97|030.83|0295.5|0296.5|1|1|1|1|1|1|1|2|2|0|0|0|1|0|1|00,00|2|0|0|00,00|1|00,00|2|0|2|1|1|1|1|1|1|1|1|1|1|1|1|1|0|2|1|1|0|0|0|0|0|0|0
57359|110.73|031.35|0336.8|0337.8|2|1|1|1|1|1|1|2|2|0|0|0|1|0|1|00,00|2|0|0|00,00|1|00,00|2|0|2|1|1|1|1|1|1|1|1|1|0|0|0|0|0|2|1|1|0|0|0|0|0|0|0
57361|111.27|031.88|0327.7|0329.1|4|1|1|1|1|1|1|0|0|0|0|0|1|0|1|00,00|2|0|0|00,00|1|00,00|2|0|2|1|1|1|1|1|1|1|1|1|1|1|1|1|0|2|1|1|0|0|0|0|0|0|0
57362|110.67|031.75|0935.2|0936.7|4|1|1|1|1|1|1|0|0|0|0|0|1|0|1|00,00|2|0|0|00,00|1|00,00|2|0|2|1|1|1|1|1|1|1|1|1|1|1|1|1|0|2|1|1|0|0|0|0|0|0|0
57363|111.83|0031.8|0151.0|0151.9|1|1|1|1|1|1|1|2|2|0|0|0|1|0|1|00,00|2|0|0|00,00|1|00,00|2|0|2|1|1|1|1|1|1|1|1|1|1|1|1|1|0|2|1|1|0|1|0|0|0|0|0
57367|110.93|031.08|1910.0|1911.5|5|1|1|1|1|1|1|0|0|0|0|0|0|0|1|00,00|0|0|0|00,00|0|00,00|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
57368|111.63|031.05|0141.5|0142.5|4|1|1|1|1|1|1|0|0|0|0|0|1|0|1|00,00|2|0|0|00,00|1|00,00|2|0|2|1|1|1|1|1|1|1|1|1|1|1|1|1|0|2|1|1|0|0|0|0|0|0|0
57370|112.22|031.73|0067.8|0068.8|4|1|1|1|1|1|1|0|0|0|0|0|1|0|1|00,00|2|0|0|00,00|1|00,00|2|0|2|1|1|1|1|1|1|1|1|1|1|1|1|1|0|2|1|1|0|0|0|0|0|0|0
57377|112.22|031.00|0191.9|0193.4|4|1|1|1|1|1|1|0|0|0|0|0|1|0|1|00,00|2|0|0|00,00|1|00,00|2|0|2|1|1|1|1|1|1|1|1|1|1|1|1|1|0|2|1|1|0|0|0|0|0|0|0
57378|112.63|031.20|0108.0|0108.9|2|1|1|1|1|1|1|2|2|0|0|0|1|0|1|00,00|2|0|0|00,00|1|00,00|2|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|2|2|1|1|0|0|0|0|0|0|0
57381|113.33|031.62|0106.5|0107.5|2|1|1|1|1|1|1|2|2|0|0|0|1|0|1|00,00|2|0|0|00,00|1|00,00|2|0|2|1|1|1|1|1|1|1|1|1|1|1|1|1|0|2|1|1|0|1|0|0|0|0|0
57385|113.86|031.63|0116.3|0117.3|4|1|1|1|1|1|1|0|0|0|0|0|1|0|1|00,00|2|0|0|00,00|1|00,00|2|0|2|1|1|1|1|1|1|1|1|1|1|1|1|1|0|2|1|1|0|0|0|0|0|0|0
57386|114.00|031.25|0051.6|0053.1|4|1|1|1|1|1|1|0|0|0|0|0|1|0|1|00,00|2|0|0|00,00|1|00,00|2|0|2|1|1|1|1|1|1|1|1|1|1|1|1|1|0|2|1|1|0|0|0|0|0|0|0
57387|113.13|031.00|0084.6|0086.0|4|1|1|1|1|1|1|0|0|0|0|0|1|0|1|00,00|2|0|0|00,00|1|00,00|2|0|2|1|1|1|1|1|1|1|1|1|1|1|1|1|0|2|1|1|0|0|0|0|0|0|0
57388|113.72|031.27|0053.7|0054.6|4|1|1|1|1|1|1|0|0|0|0|0|1|0|1|00,00|2|0|0|00,00|1|00,00|2|0|2|1|1|1|1|1|1|1|1|1|1|1|1|1|0|2|1|1|0|1|0|0|0|0|0
57389|113.75|031.03|0032.2|0033.7|4|1|1|1|1|1|1|0|0|0|0|0|1|0|1|00,00|2|0|0|00,00|1|00,00|2|0|2|1|1|1|1|1|1|1|1|1|1|1|1|1|0|2|1|1|0|0|0|0|0|0|0
