N0001|105.51|0024.8|0445.0|//////|5|1|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N0044|0109.4|024.48|0106.8|//////|5|1|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N0053|110.77|024.68|0140.0|//////|5|1|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N0055|110.27|024.37|0235.0|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N0057|110.07|024.03|0697.0|0698.2|5|1|1|0|0|0|0|0|00,00|0|1|1|1|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N0061|111.28|024.95|0258.0|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N0435|108.58|0022.7|0082.7|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N0451|110.42|022.82|0093.5|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N0942|0110.1|025.85|0254.0|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N0958|110.31|025.07|0170.0|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N0960|110.89|025.68|0245.0|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N0964|111.11|025.65|0376.0|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1003|108.88|023.37|//////|//////|5|1|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1006|108.54|022.56|0105.0|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1009|108.28|023.33|0031.0|//////|5|1|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1010|0108.4|022.79|0086.2|//////|5|1|0|0|0|0|0|0|00,00|1|1|1|1|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1013|108.65|023.16|0172.0|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1014|107.65|023.22|0282.0|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1015|108.31|023.64|0201.6|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1016|108.74|022.61|0130.0|//////|5|1|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1017|108.88|022.88|0066.5|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1018|108.73|023.68|0210.0|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1019|108.11|023.36|0134.1|0135.3|5|1|1|0|0|1|0|0|00,00|1|1|1|1|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1020|108.33|022.83|0108.0|//////|5|1|0|0|0|0|0|0|00,00|1|1|1|1|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1023|108.92|023.21|0130.0|//////|5|1|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1024|107.54|023.14|0279.0|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1025|108.00|023.56|0232.5|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1026|108.65|022.66|0128.0|//////|5|1|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1027|108.92|0022.8|0074.5|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1028|108.65|023.34|0138.0|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1029|108.43|0023.1|0153.0|0154.2|5|1|1|0|1|0|0|0|00,00|1|1|1|1|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1030|108.42|0022.8|0108.0|//////|5|1|0|0|0|0|0|0|00,00|1|1|1|1|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1033|109.05|023.23|0138.0|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1034|0107.8|023.32|0178.0|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1035|108.11|023.64|0216.0|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1036|0108.5|022.71|0091.0|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1037|108.88|0022.7|0064.7|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1038|108.59|023.67|0194.9|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1039|0108.2|022.98|0120.0|0121.2|5|1|1|0|0|1|0|0|00,00|1|1|1|1|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1040|108.39|022.79|0171.0|//////|5|1|0|0|0|0|0|0|00,00|1|1|1|1|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1043|108.97|023.32|0138.5|0139.7|5|1|1|0|1|0|0|0|00,00|1|1|1|1|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1044|0107.6|023.02|0238.0|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1045|108.35|023.77|0473.0|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1046|0108.5|022.56|0118.0|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1047|108.98|022.62|0073.2|0074.4|5|1|1|0|1|0|0|0|00,00|1|1|1|1|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1048|108.67|023.43|0104.8|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1049|108.39|023.31|0148.0|//////|5|1|0|0|0|0|0|0|00,00|1|1|1|1|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1050|108.34|022.88|0092.0|//////|5|1|1|0|0|0|0|0|00,00|1|1|1|1|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1053|108.98|023.11|0134.5|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1054|0107.9|023.17|0156.0|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1055|108.37|0023.7|0480.0|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1056|108.69|022.55|0153.7|//////|5|1|0|0|0|0|0|0|00,00|1|1|1|1|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1057|109.03|022.72|0099.2|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1058|108.77|023.41|0089.0|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1059|108.02|023.26|0115.0|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1060|108.28|022.82|0090.0|//////|5|1|0|0|0|0|0|0|00,00|1|1|1|1|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1063|108.77|023.06|0195.0|//////|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1064|107.78|023.02|0097.0|0097.0|5|0|0|0|0|0|0|0|00,00|0|0|0|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1065|108.42|024.00|0204.8|0231.2|5|1|1|0|1|0|0|0|00,00|1|1|1|0|1|00,00|0|0|0|0|0|0|0|0|0|0|0
N1066|108.75|022.68|0130.0|//////|5|1|0|0|0|0|0|0|00,00|1|1|1|1|1|00,00|0|0|0|0|0|0|0|0|0|0|0
